DriverName,DriverID,Rookie,DRFAvg,DTAvg,DTTAvg,DNFRate,TDNFRate,DriverElo,DriverTElo,DriverTTElo,DriverRitmo,PositionStart,StartVsField,TeamName,TeamID,TRP,TTP,TeamDNFRate,TeamElo,TeamTElo,TeamRitmo,TeamTrackAvgPitStops,TeamTrackAvgPittedCautionPCT,CarEngine,EngineID,EngineElo,EngineTElo,EngineTTElo,EventName,Track,TrackID,EventTrackType,EventTrackTypeID,TrackAvgCautions,TrackAvgCautionLaps,TrackTypeAvgCautions,TrackTypeAvgCautionLaps,TrackAvgSpeed,EventDate,EventDateFormatted,EventID,Era,EraID,Status,StatusID,FieldSize,TotalCautions,TotalCautionLaps,TotalLeadChanges,TotalRaceLaps,TrackLength,AvgRaceSpeed,FastestLapSpeed,AvgStintLength,StintVariance,FirstStopLap,FirstStopVSAvgFirstStop,PittedCautions,PitStops,PittedCautionPCT,TotalPitStops,PitStrategy,BestRacePosition,WorstRacePosition,LapsLed,Top5Laps,Top10Laps,PositionVolatility,position_lap1,PositionsGainedLap1,PositionsGainedPits,PositionsGainedCaution,BestLapSpeed,LapConsistency,PaceDeg,AvgPaceVSLeadPace,AvgPitTime,PitAvgTimeVSOverall,TrackAvgPitStops,FuelWindowEstimate,PositionFinish,NormalizedPositionFinish
Alexander Rossi,4587,0,0.494927536,0.422015183,0.386070763,0.2,0.166666667,1644.604831,1532.440475,1585.457453,0.439102385,15,0.625,Andretti Global,3,0.597608696,0.495698232,0.6,1501.474466,1513.782194,0.574635189,4.466666667,0.262063492,Honda,1,1586.176713,1480.868075,1480.34121,XPEL 375,Texas Motor Speedway,23,Oval,0,3.6,32.1,4.083333333,33.22916667,171,5/2/2021,"Sunday, May 2, 2021",5809,IR-18 Era 2018-2023,1,DNF,1,24,3,35,12,248,1.5,169,217.352,,,,,,,,,,,,,,,,,,,,70.2956,,,21.7929,,,4.248275862,58.37662338,20,0.826086957
Felix Rosenqvist,4588,0,0.605072464,0.623878537,0.581046294,0.15,0.333333333,1573.23606,1480.913999,1512.201481,0.52953763,17,0.708333333,Arrow McLaren,4,0.456521739,0.52529598,0.25,1556.874341,1524.214634,0.486027451,4.083333333,0.275,Chevrolet,0,1471.559679,1519.131925,1519.65879,XPEL 375,Texas Motor Speedway,23,Oval,0,3.6,32.1,4.083333333,33.22916667,171,5/2/2021,"Sunday, May 2, 2021",5809,IR-18 Era 2018-2023,1,Running,0,24,3,35,12,248,1.5,169,217.352,41.33333333,832.8888889,73,18.05555556,2,5,0.4,5,5-stop,3,16,0,5,129,3.870622122,14,3,-31,0,23.8982,2.695502576,0.043766824,0.690968116,25.19094,-46.56796093,4.248275862,58.37662338,16,0.652173913
Rinus VeeKay,4614,0,0.533333333,0.869565217,0.605995906,0.117647059,0.5,1577.392042,1457.024282,1494.506375,0.47716796,12,0.5,Ed Carpenter Racing,15,0.615398551,0.46616878,0.4,1473.396745,1478.014828,0.583520992,3.818181818,0.256060606,Chevrolet,0,1471.559679,1519.131925,1519.65879,XPEL 375,Texas Motor Speedway,23,Oval,0,3.6,32.1,4.083333333,33.22916667,171,5/2/2021,"Sunday, May 2, 2021",5809,IR-18 Era 2018-2023,1,Running,0,24,3,35,12,248,1.5,169,217.352,49.6,388.24,15,-39.94444444,2,4,0.5,4,4-stop,1,16,5,8,60,3.111943798,12,0,-20,2,6.4992,3.153633485,0.019075781,0.754185377,15.16745,-56.59145093,4.253424658,58.30595813,9,0.347826087
Pietro Fittipaldi,4882,0,0.613405797,0.608695652,0.777173913,0.285714286,0,1466.825047,1493.981262,1456.166428,0.659325245,16,0.666666667,Dale Coyne Racing,11,0.570471014,0.656970921,0.35,1465.503766,1427.948467,0.579750156,3.4,0.223333333,Honda,1,1586.176713,1480.868075,1480.34121,XPEL 375,Texas Motor Speedway,23,Oval,0,3.6,32.1,4.083333333,33.22916667,171,5/2/2021,"Sunday, May 2, 2021",5809,IR-18 Era 2018-2023,1,DNF,1,24,3,35,12,248,1.5,169,217.352,,,,,,,,,,,,,,,,,,,,69.3763,,,20.8736,,,4.25170068,58.3296,21,0.869565217
Marcus Ericsson,4905,0,0.438405797,0.616977226,0.594213192,0.05,0,1583.381479,1479.215956,1472.972246,0.467938617,13,0.541666667,Chip Ganassi Racing,9,0.386835749,0.421009883,0.2,1674.14902,1538.856084,0.381440487,4.2,0.308333333,Honda,1,1586.176713,1480.868075,1480.34121,XPEL 375,Texas Motor Speedway,23,Oval,0,3.6,32.1,4.083333333,33.22916667,171,5/2/2021,"Sunday, May 2, 2021",5809,IR-18 Era 2018-2023,1,Running,0,24,3,35,12,248,1.5,169,217.352,41.33333333,245.5555556,15,-39.94444444,3,5,0.6,5,5-stop,3,16,0,5,32,1.897733951,13,0,-17,-11,23.8808,2.68259033,0.064023906,0.719551905,16.76746,-54.99144093,4.25170068,58.3296,12,0.47826087
Alex Palou,4931,0,0.336231884,0.543478261,0.587503529,0.176470588,0.5,1568.748218,1499.025465,1503.096248,0.44551757,2,0.083333333,Chip Ganassi Racing,9,0.386835749,0.421009883,0.2,1674.14902,1538.856084,0.381440487,4.238095238,0.322222222,Honda,1,1586.176713,1480.868075,1480.34121,XPEL 375,Texas Motor Speedway,23,Oval,0,3.6,32.1,4.083333333,33.22916667,171,5/2/2021,"Sunday, May 2, 2021",5809,IR-18 Era 2018-2023,1,Running,0,24,3,35,12,248,1.5,169,217.352,62,100.5,73,18.05555556,1,3,0.333333333,3,3-stop,1,12,3,119,241,2.985697918,2,0,-9,-2,6.2884,2.054357261,0.007437019,0.578704739,16.2614,-55.49750093,4.256756757,58.26031746,7,0.260869565
Scott McLaughlin,4932,1,0.489130435,0.043478261,0.043478261,0.25,0,1536.02731,1530.155175,1533.651444,0.427071859,7,0.291666667,Team Penske,28,0.346376812,0.299740611,0.25,1731.662896,1607.214838,0.331085285,4.19047619,0.305555556,Chevrolet,0,1471.559679,1519.131925,1519.65879,XPEL 375,Texas Motor Speedway,23,Oval,0,3.6,32.1,4.083333333,33.22916667,171,5/2/2021,"Sunday, May 2, 2021",5809,IR-18 Era 2018-2023,1,Running,0,24,3,35,12,248,1.5,169,217.352,62,84.5,72,17.05555556,1,3,0.333333333,3,3-stop,5,15,0,1,185,1.523824768,7,0,-7,1,6.7289,2.944378199,0.00312688,0.81794218,16.40573333,-55.35316759,4.248322148,58.37598736,8,0.304347826
Scott Dixon,3628,0,0.095652174,0.218656545,0.241636654,0,0,1826.385327,1625.890793,1740.819463,0.159274754,16,0.64,Chip Ganassi Racing,9,0.374637681,0.395022857,0.15,1673.170369,1560.845011,0.379461275,4.470588235,0.222222222,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.444444444,6.444444444,1.911111111,7.333333333,112,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,17,54.8,3,-11,1,4,0.25,4,4-stop,1,22,3,27,52,5.444859833,19,-3,-15,0,71.7097,5.014211163,0.153058134,3.685134177,1.2585,-1.457347667,4.020833333,21.13989637,9,0.333333333
Ryan Hunter-Reay,3645,0,0.556521739,0.464076375,0.342338665,0.2,0,1578.114406,1503.15721,1574.793655,0.521993366,19,0.76,Andretti Global,3,0.619130435,0.475801072,0.65,1501.67659,1488.899051,0.567630774,3.965517241,0.241553466,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,22.6875,24,10,0,3,0,3,3-stop,1,18,4,20,29,4.639919346,13,6,-25,0,5.9958,9.644848996,0.361887056,2.7400525,0.82775,-1.888097667,4.020689655,21.1406518,12,0.458333333
Will Power,3667,0,0.486956522,0.252318841,0.288339553,0.1,0,1672.395778,1607.639692,1728.187561,0.385005735,12,0.48,Team Penske,28,0.367391304,0.314025314,0.2,1743.255389,1616.637487,0.321194259,4.1,0.285227273,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,23.1875,13,-1,0,3,0,3,3-stop,10,17,0,0,12,1.702938637,10,2,-5,0,70.5085,5.287815825,0.287517637,3.851211392,-1.521233333,-4.237081,4.01369863,21.1774744,11,0.416666667
Graham Rahal,3668,0,0.295652174,0.274860824,0.38606701,0.15,0.111111111,1681.264705,1603.68179,1636.195776,0.305187883,11,0.44,Rahal Letterman Lanigan Racing,24,0.352173913,0.437466755,0.3,1623.807971,1557.570711,0.394222025,4,0.289102564,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,17,160.4,2,-12,2,4,0.5,4,4-stop,5,24,0,32,59,6.802392889,18,-7,-5,0,71.6642,5.218307276,0.084046199,3.650245,23.210075,20.49422733,4.006802721,21.2139219,5,0.166666667
Takuma Sato,3811,0,0.408695652,0.496147918,0.574809941,0.05,0,1584.46088,1502.721302,1502.686892,0.468040812,17,0.68,Rahal Letterman Lanigan Racing,24,0.352173913,0.437466755,0.3,1623.807971,1557.570711,0.394222025,4,0.304166667,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,35.1875,11,-3,0,3,0,3,3-stop,13,23,0,0,0,1.937034032,14,3,-8,0,4.8407,9.221861325,0.360628832,2.42719625,0.117016667,-2.598831,4.006756757,21.21416526,16,0.625
Juan Pablo Montoya,4002,0,0.326488095,0.357142857,0.377552407,0.15,0,1626.949516,1534.091794,1600.857779,0.386207135,25,1,Arrow McLaren,4,0.42173913,0.542380447,0.25,1574.498558,1475.102808,0.459370702,3.363636364,0.268686869,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,29.1875,12,-2,0,3,0,3,3-stop,20,24,0,0,0,0.9393544,22,3,-3,0,10.7221,9.490771417,0.474519504,2.58865443,0.135933333,-2.579914333,4,21.25,21,0.833333333
Sebastien Bourdais,4021,0,0.495652174,0.539402174,0.456106864,0.2,0.25,1568.779275,1480.170662,1594.680036,0.555574979,20,0.8,A.J. Foyt Enterprises,1,0.617391304,0.666520321,0.3,1393.847145,1413.481391,0.706626358,4.285714286,0.222619048,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,42.6875,10,-4,0,3,0,3,3-stop,13,24,0,0,0,1.970923173,21,-1,-5,0,7.3402,9.772791609,0.70781286,2.054225316,9.782166667,7.066319,3.993333333,21.28547579,19,0.75
Charlie Kimball,4144,0,0.689657444,0.546891822,0.526858084,0.1,0.125,1478.575195,1470.192747,1453.212044,0.6327438,21,0.84,A.J. Foyt Enterprises,1,0.617391304,0.666520321,0.3,1393.847145,1413.481391,0.706626358,4.2,0.207777778,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,2.1875,22,8,0,3,0,3,3-stop,6,23,0,0,7,4.913304616,17,4,-29,0,10.9954,9.644946152,0.06361097,2.654182278,1.039333333,-1.676514333,3.986754967,21.32059801,22,0.875
Josef Newgarden,4215,0,0.252173913,0.464037267,0.355285129,0.05,0,1802.829883,1546.006101,1676.184754,0.2018403,2,0.08,Team Penske,28,0.367391304,0.314025314,0.2,1743.255389,1616.637487,0.321194259,4.047619048,0.271645022,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,18.1875,14,0,0,3,0,3,3-stop,2,10,0,63,85,1.882545508,3,-1,-8,0,8.4878,9.115844018,0.258570706,2.31186,-0.427883333,-3.143731,3.980263158,21.3553719,4,0.125
James Hinchcliffe,4216,0,0.739130435,0.473274672,0.498182642,0.3,0.111111111,1503.003808,1517.390761,1502.628353,0.65737678,22,0.88,Andretti Global,3,0.619130435,0.475801072,0.65,1501.67659,1488.899051,0.567630774,3.933333333,0.233501684,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,23.1875,13,-1,0,3,0,3,3-stop,15,23,0,0,0,1.619471851,15,7,-7,0,71.8718,6.254673745,0.540856942,3.078744304,-0.211166667,-2.927014333,3.973856209,21.38980263,18,0.708333333
Conor Daly,4218,0,0.773913043,0.532047619,0.657433326,0.2,0,1459.905901,1492.08076,1429.031022,0.718036309,6,0.24,Ed Carpenter Racing,15,0.547826087,0.58655198,0.35,1480.884487,1500.548959,0.551484885,3.363636364,0.106060606,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,DNF,1,25,1,3,8,85,2.439,116,123.883,21.25,192.1875,19,5,0,3,0,3,3-stop,25,25,0,0,0,0,25,-19,0,0,71.2942,222.4768661,7.414690957,39.05892273,0.436816667,-2.279031,3.967532468,21.42389525,25,1
Simon Pagenaud,4276,0,0.27826087,0.280800552,0.286760714,0.05,0.111111111,1693.006652,1591.975013,1644.125115,0.347342086,10,0.4,Team Penske,28,0.367391304,0.314025314,0.2,1743.255389,1616.637487,0.321194259,4,0.259297521,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,17.6875,14,0,0,3,0,3,3-stop,5,14,0,3,73,2.19389272,8,2,-8,0,10.2595,8.958075664,0.234672218,2.40877375,-0.1432,-2.859047667,3.961290323,21.45765472,6,0.208333333
Dalton Kellett,4416,0,0.87826087,0.919444444,0.886046607,0.25,0,1353.92568,1429.712734,1376.250167,0.888905053,24,0.96,A.J. Foyt Enterprises,1,0.617391304,0.666520321,0.3,1393.847145,1413.481391,0.706626358,4.125,0.194791667,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,13.1875,15,1,0,3,0,3,3-stop,10,22,0,0,1,1.967463397,20,4,-20,0,8.654,9.610665923,0.207286652,2.505575949,1.235933333,-1.479914333,3.955128205,21.4910859,20,0.791666667
Jack Harvey,4505,0,0.460869565,0.30673913,0.564915255,0.15,0,1596.369728,1548.021614,1524.918546,0.435085893,3,0.12,Meyer Shank Racing,19,0.460869565,0.546598961,0.15,1570.953467,1535.991326,0.434950217,2.75,0.083333333,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,17,81.2,13,-1,0,4,0,4,4-stop,2,24,0,27,36,10.00229463,2,1,-47,0,52.0586,6.044757353,0.230853965,1.142094805,29.704375,26.98852733,3.949044586,21.52419355,23,0.916666667
Colton Herta,4511,0,0.486956522,0.310797101,0.340493659,0.15,0.25,1665.691104,1554.317561,1641.938535,0.369589515,8,0.32,Andretti Global,3,0.619130435,0.475801072,0.65,1501.67659,1488.899051,0.567630774,3.903225806,0.225969371,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,17.6875,14,0,0,3,0,3,3-stop,5,13,0,1,55,2.329147907,7,1,-12,0,5.3541,9.37850807,0.25260053,2.50425625,0.049266667,-2.666581,3.949367089,21.5224359,13,0.5
Ed Jones,4542,0,0.756521739,0.66252588,0.683398739,0.2,0,1454.622124,1478.382102,1427.102508,0.697036425,9,0.36,Dale Coyne Racing,11,0.669565217,0.580124166,0.35,1452.19949,1504.32078,0.631675855,3.909090909,0.224747475,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,4.1875,21,7,0,3,0,3,3-stop,3,16,0,12,26,3.897568013,9,0,-27,0,5.2738,10.1271581,0.30681293,2.87331125,0.252916667,-2.462931,3.943396226,21.55502392,14,0.541666667
Pato O'Ward,4559,0,0.208695652,0.526068841,0.417973548,0,0,1702.556943,1502.708036,1585.382211,0.261525872,18,0.72,Arrow McLaren,4,0.42173913,0.542380447,0.25,1574.498558,1475.102808,0.459370702,3.333333333,0.246296296,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,17,64.4,3,-11,1,4,0.25,4,4-stop,5,24,0,1,8,3.555167462,24,-6,-10,0,5.5101,9.1400927,0.299723292,2.870358228,0.253075,-2.462772667,3.9375,21.58730159,15,0.583333333
Alexander Rossi,4587,0,0.643478261,0.411469979,0.347738281,0.25,0.142857143,1618.676,1540.940156,1690.291276,0.503599826,14,0.56,Andretti Global,3,0.619130435,0.475801072,0.65,1501.67659,1488.899051,0.567630774,3.875,0.218907828,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,30.6875,12,-2,0,3,0,3,3-stop,7,21,0,0,43,3.853587946,16,-2,0,0,8.9124,9.655391296,0.608936589,2.7501925,-0.76215,-3.477997667,3.937888199,21.5851735,7,0.25
Felix Rosenqvist,4588,0,0.652173913,0.36192029,0.407447519,0.15,0,1564.756675,1535.80487,1569.634991,0.550011673,13,0.52,Arrow McLaren,4,0.42173913,0.542380447,0.25,1574.498558,1475.102808,0.459370702,3.384615385,0.246581197,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,23.1875,13,-1,0,3,0,3,3-stop,11,19,0,0,0,2.450347257,11,2,-11,0,71.5486,6.407102582,0.496873288,4.192722785,0.5258,-2.190047667,3.932098765,21.61695447,17,0.666666667
Rinus VeeKay,4614,0,0.469565217,0.303333333,0.379560277,0.111111111,0,1588.020785,1535.411066,1572.048319,0.454769679,7,0.28,Ed Carpenter Racing,15,0.547826087,0.58655198,0.35,1480.884487,1500.548959,0.551484885,3.333333333,0.097222222,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,28.6875,12,-2,0,3,0,3,3-stop,1,19,33,56,79,3.789747336,6,1,1,0,7.3297,9.263695543,0.390920617,2.300753165,-0.952633333,-3.668481,3.926380368,21.6484375,1,0
Marcus Ericsson,4905,0,0.417391304,0.539583333,0.476865707,0.05,0.25,1585.128705,1498.893623,1563.180478,0.469662495,15,0.6,Chip Ganassi Racing,9,0.374637681,0.395022857,0.15,1673.170369,1560.845011,0.379461275,4.444444444,0.223765432,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,22.6875,13,-1,0,3,0,3,3-stop,8,17,0,0,39,2.096215077,12,3,-5,0,11.1377,9.439746335,0.481624453,2.8251025,-0.3036,-3.019447667,3.920731707,21.67962675,10,0.375
Alex Palou,4931,0,0.32173913,0.573333333,0.447954545,0.166666667,0,1585.711716,1493.527263,1550.672542,0.413541862,4,0.16,Chip Ganassi Racing,9,0.374637681,0.395022857,0.15,1673.170369,1560.845011,0.379461275,4.368421053,0.211988304,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,14.1875,25,11,0,3,0,3,3-stop,1,5,1,85,85,0.850934566,4,0,-3,0,8.8948,7.59748968,0.191333958,2.111713924,1.302133333,-1.413714333,3.915151515,21.71052632,3,0.083333333
Scott McLaughlin,4932,1,0.452173913,,0.565217391,0.2,,1553.101351,1500,1501.168787,0.392874838,5,0.2,Team Penske,28,0.367391304,0.314025314,0.2,1743.255389,1616.637487,0.321194259,3.956521739,0.248023715,Chevrolet,0,1492.654493,1473.860479,1398.040065,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,22.6875,13,-1,0,3,0,3,3-stop,5,14,0,13,76,1.946914531,5,0,-8,0,10.1376,9.011637054,0.30389456,2.49466,0.3175,-2.398347667,3.909638554,21.74114022,8,0.291666667
Jimmie Johnson,4934,1,0.847826087,,0.782608696,0,,1471.452885,1500,1487.255744,0.853754941,23,0.92,Chip Ganassi Racing,9,0.374637681,0.395022857,0.15,1673.170369,1560.845011,0.379461275,4.3,0.201388889,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,18.6875,14,0,0,3,0,3,3-stop,15,24,0,0,0,1.464241985,23,0,-15,0,72.5976,6.46150852,0.485794889,4.475742308,2.003666667,-0.712181,3.904191617,21.77147239,24,0.958333333
Romain Grosjean,4935,1,0.456521739,,0.391304348,0,,1519.405797,1500,1512.299222,0.462450593,1,0.04,Dale Coyne Racing,11,0.669565217,0.580124166,0.35,1452.19949,1504.32078,0.631675855,3.833333333,0.206018519,Honda,1,1565.0819,1526.139521,1617.959935,GMR Grand Prix,Indianapolis Motor Speedway,3,Road,1,1.4,6.1,1.891304348,7.239130435,112.4,5/15/2021,"Saturday, May 15, 2021",5808,IR-18 Era 2018-2023,1,Running,0,25,1,3,8,85,2.439,116,123.883,21.25,6.6875,25,11,0,3,0,3,3-stop,1,4,44,85,85,0.680459558,1,0,-2,0,7.3168,9.965575144,0.327646666,2.50735,-0.2342,-2.950047667,3.898809524,21.80152672,2,0.041666667
Marco Andretti,3608,0,0.912944664,0.334821429,0.5059432,0.3,0,1389.502736,1547.705149,1467.958228,0.814707445,25,0.757575758,Andretti Global,3,0.600181159,0.4964672,0.6,1505.5693,1582.250543,0.552886756,6.2,0.338666667,Honda,1,1577.793984,1506.695209,1466.144162,105th Running of the Indianapolis 500,Indianapolis Motor Speedway,4,Oval,0,6.571428571,40.85714286,4.083333333,33.22916667,166.7142857,5/30/2021,"Sunday, May 30, 2021",5807,IR-18 Era 2018-2023,1,Running,0,33,2,18,35,200,2.5,190,227.345,28.57142857,87.3877551,32,-2.875,1,6,0.166666667,6,Other,7,31,0,0,3,4.828350114,27,-2,-33,10,39.9221,3.999032551,-0.006883306,1.775666102,11.06473333,-3.042652163,6.256410256,31.96721311,19,0.5625
Ed Carpenter,3620,0,0.736882411,0.52734375,0.526500619,0.25,0.375,1501.053703,1497.694268,1478.536099,0.628404503,4,0.121212121,Ed Carpenter Racing,15,0.517391304,0.464386293,0.4,1480.223394,1527.35517,0.542904071,6.25,0.323214286,Chevrolet,0,1479.942408,1493.304791,1533.855838,105th Running of the Indianapolis 500,Indianapolis Motor Speedway,4,Oval,0,6,38,4.040816327,32.91836735,169.625,5/30/2021,"Sunday, May 30, 2021",5807,IR-18 Era 2018-2023,1,Running,0,33,2,18,35,200,2.5,190,227.345,33.33333333,35.22222222,32,-2.875,0,5,0,5,5-stop,2,28,0,38,68,6.625753015,4,0,-40,12,8.8259,4.555500953,-0.076516337,1.511690449,5.97671,-8.130675496,6.25477707,31.97556008,5,0.125
Helio Castroneves,3622,0,0.667663043,0.334821429,0.339127788,0.1,0.142857143,1606.919676,1549.740459,1603.554236,0.538380531,8,0.242424242,Meyer Shank Racing,19,0.487681159,0.494127291,0.1,1545.924043,1511.140746,0.515349722,6.666666667,0.459259259,Honda,1,1577.793984,1506.695209,1466.144162,105th Running of the Indianapolis 500,Indianapolis Motor Speedway,4,Oval,0,6,38,4.040816327,32.91836735,169.625,5/30/2021,"Sunday, May 30, 2021",5807,IR-18 Era 2018-2023,1,Running,0,33,2,18,35,200,2.5,190,227.345,33.33333333,38.55555556,38,3.125,1,5,0.2,5,5-stop,1,16,20,139,188,3.126013404,6,2,-14,-1,6.1261,3.13075239,-0.021952428,1.219586517,9.91308,-4.194305496,6.246835443,32.01621074,1,0
